type,count,name,series,collection
Flawless Survivor Series Autographs Sapphire,18,Trish Stratus,Legend,/20
Flawless WrestleMania Autographs,6,Trish Stratus,Legend,/25
Flawless WrestleMania Autographs Amethyst,6,Trish Stratus,Legend,/8
Flawless WrestleMania Autographs Emerald,6,Trish Stratus,Legend,/5
Flawless WrestleMania Autographs Gold,6,Trish Stratus,Legend,/10
Flawless WrestleMania Autographs Platinum,6,Trish Stratus,Legend,1/1
Flawless WrestleMania Autographs Ruby,6,Trish Stratus,Legend,/15
Flawless WrestleMania Autographs Sapphire,6,Trish Stratus,Legend,/20
Star Swatch Signatures,9,Trish Stratus,Legend,/25
Star Swatch Signatures Amethyst,9,Trish Stratus,Legend,/8
Star Swatch Signatures Emerald,9,Trish Stratus,Legend,/5
Star Swatch Signatures Gold,9,Trish Stratus,Legend,/10
Star Swatch Signatures Platinum,9,Trish Stratus,Legend,1/1
Star Swatch Signatures Ruby,9,Trish Stratus,Legend,/15
WWE Legends Logo Gems,13,Trish Stratus,Legend,1/1
Signature Prime Materials,40,Tyler Bate,Raw,/25
Signature Prime Materials Amethyst,40,Tyler Bate,Raw,/8
Signature Prime Materials Emerald,40,Tyler Bate,Raw,/5
Signature Prime Materials Gold,40,Tyler Bate,Raw,/10
Signature Prime Materials Platinum,40,Tyler Bate,Raw,1/1
Signature Prime Materials Ruby,40,Tyler Bate,Raw,/15
Base Legends,81,Ultimate Warrior,Legend,/25
Base Legends Amethyst,81,Ultimate Warrior,Legend,/8
Base Legends Emerald,81,Ultimate Warrior,Legend,/5
Base Legends Gold,81,Ultimate Warrior,Legend,/10
Base Legends Platinum,81,Ultimate Warrior,Legend,1/1
Base Legends Ruby,81,Ultimate Warrior,Legend,/15
Jumbo Memorabilia,31,Ultimate Warrior,Legend,/15
Jumbo Memorabilia Amethyst,31,Ultimate Warrior,Legend,/8
Jumbo Memorabilia Emerald,31,Ultimate Warrior,Legend,/5
Jumbo Memorabilia Gold,31,Ultimate Warrior,Legend,/10
Jumbo Memorabilia Platinum,31,Ultimate Warrior,Legend,1/1
WWE Legends Logo Gems,17,Ultimate Warrior,Legend,1/1
Flawless Dual Memorabilia Amethyst,1,Ultimate Warrior / Hulk Hogan,Legend,/8
Flawless Dual Memorabilia Gold,1,Ultimate Warrior / Hulk Hogan,Legend,/10
5 x 7 Box Topper Cut Signatures,14,Umaga,Legend,1/1
Base Legends,60,Umaga,Legend,/25
Base Legends Amethyst,60,Umaga,Legend,/8
Base Legends Emerald,60,Umaga,Legend,/5
Base Legends Gold,60,Umaga,Legend,/10
Base Legends Platinum,60,Umaga,Legend,1/1
Base Legends Ruby,60,Umaga,Legend,/15
Flawless Memorabilia,24,Umaga,Legend,/15
Flawless Memorabilia Amethyst,24,Umaga,Legend,/6
Flawless Memorabilia Emerald,24,Umaga,Legend,/3
Flawless Memorabilia Gold,24,Umaga,Legend,/10
Flawless Memorabilia Platinum,24,Umaga,Legend,1/1
Base,16,Uncle Howdy,Raw,/25
Base Amethyst,16,Uncle Howdy,Raw,/8
Base Emerald,16,Uncle Howdy,Raw,/5
Base Gold,16,Uncle Howdy,Raw,/10
Base Platinum,16,Uncle Howdy,Raw,1/1
Base Ruby,16,Uncle Howdy,Raw,/15
Flawless Finishing Moves,32,Uncle Howdy,Raw,/25
Flawless Finishing Moves Amethyst,32,Uncle Howdy,Raw,/8
Flawless Finishing Moves Emerald,32,Uncle Howdy,Raw,/5
Flawless Finishing Moves Gold,32,Uncle Howdy,Raw,/10
Flawless Finishing Moves Platinum,32,Uncle Howdy,Raw,1/1
Flawless Finishing Moves Ruby,32,Uncle Howdy,Raw,/15
Flawless Finishing Moves Sapphire,32,Uncle Howdy,Raw,/20
Raw Logo Gems,20,Uncle Howdy,Raw,1/1
Vertical Autographed Memorabilia,50,Uncle Howdy,Raw,/25
Vertical Autographed Memorabilia Amethyst,50,Uncle Howdy,Raw,/8
Vertical Autographed Memorabilia Bronze FOTL,50,Uncle Howdy,Raw,/3
Vertical Autographed Memorabilia Emerald,50,Uncle Howdy,Raw,/5
Vertical Autographed Memorabilia Gold,50,Uncle Howdy,Raw,/10
Vertical Autographed Memorabilia Platinum,50,Uncle Howdy,Raw,1/1
Vertical Autographed Memorabilia Ruby,50,Uncle Howdy,Raw,/15
Base Legends,91,Undertaker,Legend,/25
Base Legends Amethyst,91,Undertaker,Legend,/8
Base Legends Emerald,91,Undertaker,Legend,/5
Base Legends Gold,91,Undertaker,Legend,/10
Base Legends Platinum,91,Undertaker,Legend,1/1
Base Legends Ruby,91,Undertaker,Legend,/15
Flawless Achievements,25,Undertaker,Legend,/25
Flawless Achievements Amethyst,25,Undertaker,Legend,/8
Flawless Achievements Emerald,25,Undertaker,Legend,/5
Flawless Achievements Gold,25,Undertaker,Legend,/10
Flawless Achievements Platinum,25,Undertaker,Legend,1/1
Flawless Achievements Ruby,25,Undertaker,Legend,/15
Flawless Achievements Sapphire,25,Undertaker,Legend,/20
Flawless Royal Rumble Autographs,11,Undertaker,Legend,/25
Flawless Royal Rumble Autographs Amethyst,11,Undertaker,Legend,/8
Flawless Royal Rumble Autographs Emerald,11,Undertaker,Legend,/5
Flawless Royal Rumble Autographs Gold,11,Undertaker,Legend,/10
Flawless Royal Rumble Autographs Platinum,11,Undertaker,Legend,1/1
Flawless Royal Rumble Autographs Ruby,11,Undertaker,Legend,/15
Flawless Royal Rumble Autographs Sapphire,11,Undertaker,Legend,/20
Flawless SummerSlam Autographs,22,Undertaker,Legend,/25
Flawless SummerSlam Autographs Amethyst,22,Undertaker,Legend,/8
Flawless SummerSlam Autographs Emerald,22,Undertaker,Legend,/5
Flawless SummerSlam Autographs Gold,22,Undertaker,Legend,/10
Flawless SummerSlam Autographs Platinum,22,Undertaker,Legend,1/1
Flawless SummerSlam Autographs Ruby,22,Undertaker,Legend,/15
Flawless SummerSlam Autographs Sapphire,22,Undertaker,Legend,/20
Flawless Survivor Series Autographs,4,Undertaker,Legend,/25
Flawless Survivor Series Autographs Amethyst,4,Undertaker,Legend,/8
Flawless Survivor Series Autographs Emerald,4,Undertaker,Legend,/5
Flawless Survivor Series Autographs Gold,4,Undertaker,Legend,/10
Flawless Survivor Series Autographs Platinum,4,Undertaker,Legend,1/1
Flawless Survivor Series Autographs Ruby,4,Undertaker,Legend,/15
Flawless Survivor Series Autographs Sapphire,4,Undertaker,Legend,/20
Flawless WrestleMania Autographs,16,Undertaker,Legend,/25
Flawless WrestleMania Autographs Amethyst,16,Undertaker,Legend,/8
Flawless WrestleMania Autographs Emerald,16,Undertaker,Legend,/5
Flawless WrestleMania Autographs Gold,16,Undertaker,Legend,/10
Flawless WrestleMania Autographs Platinum,16,Undertaker,Legend,1/1
Flawless WrestleMania Autographs Ruby,16,Undertaker,Legend,/15
Flawless WrestleMania Autographs Sapphire,16,Undertaker,Legend,/20
Star Swatch Signatures,19,Undertaker,Legend,/25
Star Swatch Signatures Amethyst,19,Undertaker,Legend,/8
Star Swatch Signatures Emerald,19,Undertaker,Legend,/5
Star Swatch Signatures Gold,19,Undertaker,Legend,/10
Star Swatch Signatures Platinum,19,Undertaker,Legend,1/1
Star Swatch Signatures Ruby,19,Undertaker,Legend,/15
Superstar Logo Gems,8,Undertaker,Legend,1/1
WWE Legends Logo Gems,2,Undertaker,Legend,1/1
Flawless Dual Memorabilia,7,Undertaker / Mankind,Legend,/15
Flawless Dual Memorabilia Amethyst,7,Undertaker / Mankind,Legend,/8
Flawless Dual Memorabilia Emerald,7,Undertaker / Mankind,Legend,/5
Flawless Dual Memorabilia Gold,7,Undertaker / Mankind,Legend,/10
Base Legends,70,Vader,Legend,/25
Base Legends Amethyst,70,Vader,Legend,/8
Base Legends Emerald,70,Vader,Legend,/5
Base Legends Gold,70,Vader,Legend,/10
Base Legends Platinum,70,Vader,Legend,1/1
Base Legends Ruby,70,Vader,Legend,/15
WWE Legends Logo Gems,16,Vader,Legend,1/1
Signature Prime Materials,2,Wendy Choo,NXT,/25
Signature Prime Materials Amethyst,2,Wendy Choo,NXT,/8
Signature Prime Materials Emerald,2,Wendy Choo,NXT,/5
Signature Prime Materials Gold,2,Wendy Choo,NXT,/10
Signature Prime Materials Platinum,2,Wendy Choo,NXT,1/1
Signature Prime Materials Ruby,2,Wendy Choo,NXT,/15
Horizontal Autographed Memorabilia,26,Wes Lee,NXT,/25
Horizontal Autographed Memorabilia Amethyst,26,Wes Lee,NXT,/8
Horizontal Autographed Memorabilia Bronze FOTL,26,Wes Lee,NXT,/3
Horizontal Autographed Memorabilia Emerald,26,Wes Lee,NXT,/5
Horizontal Autographed Memorabilia Gold,26,Wes Lee,NXT,/10
Horizontal Autographed Memorabilia Platinum,26,Wes Lee,NXT,1/1
Horizontal Autographed Memorabilia Ruby,26,Wes Lee,NXT,/15
Vertical Autographed Memorabilia,11,Wes Lee,NXT,/25
Vertical Autographed Memorabilia Amethyst,11,Wes Lee,NXT,/8
Vertical Autographed Memorabilia Bronze FOTL,11,Wes Lee,NXT,/3
Vertical Autographed Memorabilia Emerald,11,Wes Lee,NXT,/5
Vertical Autographed Memorabilia Gold,11,Wes Lee,NXT,/10
Vertical Autographed Memorabilia Platinum,11,Wes Lee,NXT,1/1
Vertical Autographed Memorabilia Ruby,11,Wes Lee,NXT,/15
Base Legends,80,William Regal,Legend,/25
Base Legends Amethyst,80,William Regal,Legend,/8
Base Legends Emerald,80,William Regal,Legend,/5
Base Legends Gold,80,William Regal,Legend,/10
Base Legends Platinum,80,William Regal,Legend,1/1
Base Legends Ruby,80,William Regal,Legend,/15
Base Legends,90,X-Pac,Legend,/25
Base Legends Amethyst,90,X-Pac,Legend,/8
Base Legends Emerald,90,X-Pac,Legend,/5
Base Legends Gold,90,X-Pac,Legend,/10
Base Legends Platinum,90,X-Pac,Legend,1/1
Base Legends Ruby,90,X-Pac,Legend,/15
Flawless Patch Autographs,3,Xavier Woods,Raw,/25
Flawless Patch Autographs Amethyst,3,Xavier Woods,Raw,/8
Flawless Patch Autographs Emerald,3,Xavier Woods,Raw,/5
Flawless Patch Autographs Gold,3,Xavier Woods,Raw,/10
Flawless Patch Autographs Platinum,3,Xavier Woods,Raw,1/1
Flawless Patch Autographs Ruby,3,Xavier Woods,Raw,/15
Horizontal Autographed Memorabilia,36,Xavier Woods,Raw,/25
Horizontal Autographed Memorabilia Amethyst,36,Xavier Woods,Raw,/8
Horizontal Autographed Memorabilia Bronze FOTL,36,Xavier Woods,Raw,/3
Horizontal Autographed Memorabilia Emerald,36,Xavier Woods,Raw,/5
Horizontal Autographed Memorabilia Gold,36,Xavier Woods,Raw,/10
Horizontal Autographed Memorabilia Platinum,36,Xavier Woods,Raw,1/1
Horizontal Autographed Memorabilia Ruby,36,Xavier Woods,Raw,/15
Signature Prime Materials,12,Xavier Woods,Raw,/25
Signature Prime Materials Amethyst,12,Xavier Woods,Raw,/8
Signature Prime Materials Emerald,12,Xavier Woods,Raw,/5
Signature Prime Materials Gold,12,Xavier Woods,Raw,/10
