count,series,collection,Question,Answer
7,Raw,/10,type,Jumbo Memorabilia Gold
7,Raw,1/1,type,Jumbo Memorabilia Platinum
13,Raw,/25,type,Signature Prime Materials
13,Raw,/8,type,Signature Prime Materials Amethyst
13,Raw,/5,type,Signature Prime Materials Emerald
13,Raw,/10,type,Signature Prime Materials Gold
13,Raw,1/1,type,Signature Prime Materials Platinum
13,Raw,/15,type,Signature Prime Materials Ruby
5,Raw,/25,type,Vertical Autographed Memorabilia
5,Raw,/8,type,Vertical Autographed Memorabilia Amethyst
5,Raw,/3,type,Vertical Autographed Memorabilia Bronze FOTL
5,Raw,/5,type,Vertical Autographed Memorabilia Emerald
5,Raw,/10,type,Vertical Autographed Memorabilia Gold
5,Raw,1/1,type,Vertical Autographed Memorabilia Platinum
5,Raw,/15,type,Vertical Autographed Memorabilia Ruby
42,NXT,/25,type,Base
42,NXT,/8,type,Base Amethyst
42,NXT,/5,type,Base Emerald
42,NXT,/10,type,Base Gold
42,NXT,1/1,type,Base Platinum
42,NXT,/15,type,Base Ruby
15,NXT,/25,type,Flawless Patch Autographs
15,NXT,/8,type,Flawless Patch Autographs Amethyst
15,NXT,/5,type,Flawless Patch Autographs Emerald
15,NXT,/10,type,Flawless Patch Autographs Gold
15,NXT,1/1,type,Flawless Patch Autographs Platinum
15,NXT,/15,type,Flawless Patch Autographs Ruby
28,NXT,/25,type,Horizontal Autographed Memorabilia
28,NXT,/8,type,Horizontal Autographed Memorabilia Amethyst
28,NXT,/3,type,Horizontal Autographed Memorabilia Bronze FOTL
28,NXT,/5,type,Horizontal Autographed Memorabilia Emerald
28,NXT,/10,type,Horizontal Autographed Memorabilia Gold
28,NXT,1/1,type,Horizontal Autographed Memorabilia Platinum
28,NXT,/15,type,Horizontal Autographed Memorabilia Ruby
5,NXT,1/1,type,NXT Logo Gems
1,Legend,/15,type,Flawless Memorabilia
1,Legend,/6,type,Flawless Memorabilia Amethyst
1,Legend,/3,type,Flawless Memorabilia Emerald
1,Legend,/10,type,Flawless Memorabilia Gold
1,Legend,1/1,type,Flawless Memorabilia Platinum
36,Legend,/25,type,Flawless Patch Autographs
36,Legend,/8,type,Flawless Patch Autographs Amethyst
36,Legend,/5,type,Flawless Patch Autographs Emerald
36,Legend,/10,type,Flawless Patch Autographs Gold
36,Legend,1/1,type,Flawless Patch Autographs Platinum
36,Legend,/15,type,Flawless Patch Autographs Ruby
7,Legend,/25,type,Flawless Patch Autographs
7,Legend,/8,type,Flawless Patch Autographs Amethyst
7,Legend,/5,type,Flawless Patch Autographs Emerald
7,Legend,/10,type,Flawless Patch Autographs Gold
7,Legend,1/1,type,Flawless Patch Autographs Platinum
10,Legend,/12,type,Flawless Dual Memorabilia
10,Legend,/8,type,Flawless Dual Memorabilia Amethyst
1,Legend,/15,type,Flawless Triple Memorabilia
34,SmackDown,/25,type,Base
34,SmackDown,/8,type,Base Amethyst
34,SmackDown,/5,type,Base Emerald
34,SmackDown,/10,type,Base Gold
34,SmackDown,1/1,type,Base Platinum
34,SmackDown,/15,type,Base Ruby
27,SmackDown,/25,type,Flawless Achievements
27,SmackDown,/8,type,Flawless Achievements Amethyst
27,SmackDown,/5,type,Flawless Achievements Emerald
27,SmackDown,/10,type,Flawless Achievements Gold
27,SmackDown,1/1,type,Flawless Achievements Platinum
27,SmackDown,/15,type,Flawless Achievements Ruby
27,SmackDown,/20,type,Flawless Achievements Sapphire
17,SmackDown,/25,type,Flawless Patch Autographs
17,SmackDown,/8,type,Flawless Patch Autographs Amethyst
17,SmackDown,/5,type,Flawless Patch Autographs Emerald
17,SmackDown,/10,type,Flawless Patch Autographs Gold
17,SmackDown,1/1,type,Flawless Patch Autographs Platinum
17,SmackDown,/15,type,Flawless Patch Autographs Ruby
38,SmackDown,/25,type,Horizontal Autographed Memorabilia
38,SmackDown,/8,type,Horizontal Autographed Memorabilia Amethyst
38,SmackDown,/3,type,Horizontal Autographed Memorabilia Bronze FOTL
38,SmackDown,/5,type,Horizontal Autographed Memorabilia Emerald
38,SmackDown,/10,type,Horizontal Autographed Memorabilia Gold
38,SmackDown,1/1,type,Horizontal Autographed Memorabilia Platinum
38,SmackDown,/15,type,Horizontal Autographed Memorabilia Ruby
10,SmackDown,/15,type,Jumbo Memorabilia
10,SmackDown,/8,type,Jumbo Memorabilia Amethyst
10,SmackDown,/5,type,Jumbo Memorabilia Emerald
10,SmackDown,/10,type,Jumbo Memorabilia Gold
10,SmackDown,1/1,type,Jumbo Memorabilia Platinum
23,SmackDown,/25,type,Signature Prime Materials
23,SmackDown,/8,type,Signature Prime Materials Amethyst
23,SmackDown,/5,type,Signature Prime Materials Emerald
23,SmackDown,/10,type,Signature Prime Materials Gold
23,SmackDown,1/1,type,Signature Prime Materials Platinum
23,SmackDown,/15,type,Signature Prime Materials Ruby
5,SmackDown,1/1,type,Smackdown Logo Gems
41,Raw,/25,type,Vertical Autographed Memorabilia
41,Raw,/8,type,Vertical Autographed Memorabilia Amethyst
41,Raw,/3,type,Vertical Autographed Memorabilia Bronze FOTL
41,Raw,/5,type,Vertical Autographed Memorabilia Emerald
41,Raw,/10,type,Vertical Autographed Memorabilia Gold
41,Raw,1/1,type,Vertical Autographed Memorabilia Platinum
41,Raw,/15,type,Vertical Autographed Memorabilia Ruby
27,Raw,/25,type,Flawless Patch Autographs
27,Raw,/8,type,Flawless Patch Autographs Amethyst
27,Raw,/5,type,Flawless Patch Autographs Emerald
27,Raw,1/1,type,Flawless Patch Autographs Platinum
27,Raw,/15,type,Flawless Patch Autographs Ruby
17,Raw,/15,type,Jumbo Memorabilia
17,Raw,/8,type,Jumbo Memorabilia Amethyst
17,Raw,/5,type,Jumbo Memorabilia Emerald
17,Raw,/10,type,Jumbo Memorabilia Gold
17,Raw,1/1,type,Jumbo Memorabilia Platinum
19,Raw,1/1,type,Raw Logo Gems
33,Raw,/25,type,Signature Prime Materials
33,Raw,/8,type,Signature Prime Materials Amethyst
33,Raw,/5,type,Signature Prime Materials Emerald
33,Raw,/10,type,Signature Prime Materials Gold
33,Raw,/15,type,Signature Prime Materials Ruby
15,Raw,/25,type,Vertical Autographed Memorabilia
15,Raw,/8,type,Vertical Autographed Memorabilia Amethyst
15,Raw,/3,type,Vertical Autographed Memorabilia Bronze FOTL
15,Raw,/5,type,Vertical Autographed Memorabilia Emerald
15,Raw,/10,type,Vertical Autographed Memorabilia Gold
15,Raw,/15,type,Vertical Autographed Memorabilia Ruby
66,Legend,/25,type,Base Legends
66,Legend,/8,type,Base Legends Amethyst
66,Legend,/5,type,Base Legends Emerald
66,Legend,/10,type,Base Legends Gold
66,Legend,1/1,type,Base Legends Platinum
66,Legend,/15,type,Base Legends Ruby
1,Legend,/25,type,Flawless Achievements
1,Legend,/8,type,Flawless Achievements Amethyst
1,Legend,/5,type,Flawless Achievements Emerald
1,Legend,/10,type,Flawless Achievements Gold
1,Legend,1/1,type,Flawless Achievements Platinum
1,Legend,/15,type,Flawless Achievements Ruby
1,Legend,/20,type,Flawless Achievements Sapphire
5,Legend,/25,type,Flawless Finishing Moves
5,Legend,/8,type,Flawless Finishing Moves Amethyst
5,Legend,/5,type,Flawless Finishing Moves Emerald
5,Legend,/10,type,Flawless Finishing Moves Gold
5,Legend,1/1,type,Flawless Finishing Moves Platinum
5,Legend,/15,type,Flawless Finishing Moves Ruby
5,Legend,/20,type,Flawless Finishing Moves Sapphire
19,Legend,/25,type,Flawless Performances
19,Legend,/8,type,Flawless Performances Amethyst
19,Legend,/5,type,Flawless Performances Emerald
19,Legend,/10,type,Flawless Performances Gold
19,Legend,1/1,type,Flawless Performances Platinum
19,Legend,/15,type,Flawless Performances Ruby
19,Legend,/20,type,Flawless Performances Sapphire
14,Legend,/25,type,Flawless SummerSlam Autographs
14,Legend,/8,type,Flawless SummerSlam Autographs Amethyst
14,Legend,/5,type,Flawless SummerSlam Autographs Emerald
14,Legend,/10,type,Flawless SummerSlam Autographs Gold
14,Legend,1/1,type,Flawless SummerSlam Autographs Platinum
14,Legend,/15,type,Flawless SummerSlam Autographs Ruby
14,Legend,/20,type,Flawless SummerSlam Autographs Sapphire
8,Legend,/25,type,Flawless WrestleMania Autographs
8,Legend,/8,type,Flawless WrestleMania Autographs Amethyst
8,Legend,/5,type,Flawless WrestleMania Autographs Emerald
8,Legend,/10,type,Flawless WrestleMania Autographs Gold
8,Legend,1/1,type,Flawless WrestleMania Autographs Platinum
8,Legend,/15,type,Flawless WrestleMania Autographs Ruby
8,Legend,/20,type,Flawless WrestleMania Autographs Sapphire
48,SmackDown,/25,type,Base
48,SmackDown,/8,type,Base Amethyst
48,SmackDown,/5,type,Base Emerald
48,SmackDown,/10,type,Base Gold
48,SmackDown,1/1,type,Base Platinum
48,SmackDown,/15,type,Base Ruby
17,SmackDown,/25,type,Flawless Finishing Moves
17,SmackDown,/8,type,Flawless Finishing Moves Amethyst
17,SmackDown,/5,type,Flawless Finishing Moves Emerald
17,SmackDown,/10,type,Flawless Finishing Moves Gold
17,SmackDown,1/1,type,Flawless Finishing Moves Platinum
17,SmackDown,/15,type,Flawless Finishing Moves Ruby
17,SmackDown,/20,type,Flawless Finishing Moves Sapphire
29,SmackDown,/25,type,Flawless Performances
29,SmackDown,/8,type,Flawless Performances Amethyst
29,SmackDown,/5,type,Flawless Performances Emerald
29,SmackDown,/10,type,Flawless Performances Gold
29,SmackDown,1/1,type,Flawless Performances Platinum
29,SmackDown,/15,type,Flawless Performances Ruby
29,SmackDown,/20,type,Flawless Performances Sapphire
48,SmackDown,/25,type,Horizontal Autographed Memorabilia
48,SmackDown,/8,type,Horizontal Autographed Memorabilia Amethyst
48,SmackDown,/3,type,Horizontal Autographed Memorabilia Bronze FOTL
48,SmackDown,/5,type,Horizontal Autographed Memorabilia Emerald
48,SmackDown,/10,type,Horizontal Autographed Memorabilia Gold
48,SmackDown,1/1,type,Horizontal Autographed Memorabilia Platinum
48,SmackDown,/15,type,Horizontal Autographed Memorabilia Ruby
27,SmackDown,/15,type,Jumbo Memorabilia
27,SmackDown,/8,type,Jumbo Memorabilia Amethyst
27,SmackDown,/5,type,Jumbo Memorabilia Emerald
27,SmackDown,/10,type,Jumbo Memorabilia Gold
27,SmackDown,1/1,type,Jumbo Memorabilia Platinum
7,SmackDown,1/1,type,Smackdown Logo Gems
4,SmackDown,/25,type,Star Swatch Signatures
4,SmackDown,/8,type,Star Swatch Signatures Amethyst
4,SmackDown,/5,type,Star Swatch Signatures Emerald
4,SmackDown,/10,type,Star Swatch Signatures Gold
4,SmackDown,1/1,type,Star Swatch Signatures Platinum
4,SmackDown,/15,type,Star Swatch Signatures Ruby
10,SmackDown,1/1,type,WWE Logo Gems
76,Legend,/25,type,Base Legends
76,Legend,/8,type,Base Legends Amethyst
76,Legend,/5,type,Base Legends Emerald
76,Legend,/10,type,Base Legends Gold
76,Legend,1/1,type,Base Legends Platinum
76,Legend,/15,type,Base Legends Ruby
77,Legend,/25,type,Base Legends
77,Legend,/8,type,Base Legends Amethyst
77,Legend,/5,type,Base Legends Emerald
77,Legend,/10,type,Base Legends Gold
77,Legend,1/1,type,Base Legends Platinum
77,Legend,/15,type,Base Legends Ruby
11,Legend,/25,type,Flawless Achievements
11,Legend,/8,type,Flawless Achievements Amethyst
11,Legend,/5,type,Flawless Achievements Emerald
11,Legend,/10,type,Flawless Achievements Gold
11,Legend,1/1,type,Flawless Achievements Platinum
11,Legend,/15,type,Flawless Achievements Ruby
11,Legend,/20,type,Flawless Achievements Sapphire
3,Legend,/25,type,Flawless Finishing Moves
3,Legend,/8,type,Flawless Finishing Moves Amethyst
3,Legend,/5,type,Flawless Finishing Moves Emerald
3,Legend,/10,type,Flawless Finishing Moves Gold
3,Legend,1/1,type,Flawless Finishing Moves Platinum
3,Legend,/15,type,Flawless Finishing Moves Ruby
3,Legend,/20,type,Flawless Finishing Moves Sapphire
10,Legend,1/1,type,WWE Legends Logo Gems
37,Raw,/25,type,Base
37,Raw,/8,type,Base Amethyst
37,Raw,/5,type,Base Emerald
37,Raw,/10,type,Base Gold
37,Raw,1/1,type,Base Platinum
37,Raw,/15,type,Base Ruby
12,Raw,1/1,type,Raw Logo Gems
14,Raw,/25,type,Star Swatch Signatures
14,Raw,/8,type,Star Swatch Signatures Amethyst
14,Raw,/5,type,Star Swatch Signatures Emerald
14,Raw,/10,type,Star Swatch Signatures Gold
14,Raw,1/1,type,Star Swatch Signatures Platinum
14,Raw,/15,type,Star Swatch Signatures Ruby
35,Raw,/25,type,Vertical Autographed Memorabilia
35,Raw,/8,type,Vertical Autographed Memorabilia Amethyst
35,Raw,/3,type,Vertical Autographed Memorabilia Bronze FOTL
35,Raw,/5,type,Vertical Autographed Memorabilia Emerald
35,Raw,/10,type,Vertical Autographed Memorabilia Gold
35,Raw,1/1,type,Vertical Autographed Memorabilia Platinum
35,Raw,/15,type,Vertical Autographed Memorabilia Ruby
3,Raw,1/1,type,WWE Logo Gems
31,NXT,/25,type,Base
31,NXT,/8,type,Base Amethyst
31,NXT,/5,type,Base Emerald
31,NXT,/10,type,Base Gold
31,NXT,1/1,type,Base Platinum
31,NXT,/15,type,Base Ruby
45,Raw,/25,type,Vertical Autographed Memorabilia
45,Raw,/8,type,Vertical Autographed Memorabilia Amethyst
45,Raw,/3,type,Vertical Autographed Memorabilia Bronze FOTL
45,Raw,/5,type,Vertical Autographed Memorabilia Emerald
45,Raw,/10,type,Vertical Autographed Memorabilia Gold
45,Raw,1/1,type,Vertical Autographed Memorabilia Platinum
45,Raw,/15,type,Vertical Autographed Memorabilia Ruby
87,Legend,/25,type,Base Legends
87,Legend,/8,type,Base Legends Amethyst
87,Legend,/5,type,Base Legends Emerald
87,Legend,/10,type,Base Legends Gold
87,Legend,1/1,type,Base Legends Platinum
87,Legend,/15,type,Base Legends Ruby
21,Legend,/25,type,Flawless Achievements
21,Legend,/8,type,Flawless Achievements Amethyst
21,Legend,/5,type,Flawless Achievements Emerald
21,Legend,/10,type,Flawless Achievements Gold
21,Legend,1/1,type,Flawless Achievements Platinum
21,Legend,/15,type,Flawless Achievements Ruby
21,Legend,/20,type,Flawless Achievements Sapphire
6,Legend,/25,type,Flawless SummerSlam Autographs
6,Legend,/8,type,Flawless SummerSlam Autographs Amethyst
6,Legend,/5,type,Flawless SummerSlam Autographs Emerald
6,Legend,/10,type,Flawless SummerSlam Autographs Gold
6,Legend,1/1,type,Flawless SummerSlam Autographs Platinum
6,Legend,/15,type,Flawless SummerSlam Autographs Ruby
6,Legend,/20,type,Flawless SummerSlam Autographs Sapphire
6,Legend,/25,type,Star Swatch Signatures
6,Legend,/8,type,Star Swatch Signatures Amethyst
6,Legend,/5,type,Star Swatch Signatures Emerald
6,Legend,/10,type,Star Swatch Signatures Gold
6,Legend,1/1,type,Star Swatch Signatures Platinum
6,Legend,/15,type,Star Swatch Signatures Ruby
18,Legend,1/1,type,WWE Logo Gems
7,Legend,1/1,type,Flawless Dual Memorabilia Platinum
7,NXT,/25,type,Vertical Autographed Memorabilia
7,NXT,/8,type,Vertical Autographed Memorabilia Amethyst
7,NXT,/3,type,Vertical Autographed Memorabilia Bronze FOTL
7,NXT,/5,type,Vertical Autographed Memorabilia Emerald
7,NXT,/10,type,Vertical Autographed Memorabilia Gold
7,NXT,1/1,type,Vertical Autographed Memorabilia Platinum
7,NXT,/15,type,Vertical Autographed Memorabilia Ruby
17,Legend,/25,type,Vertical Autographed Memorabilia
17,Legend,/8,type,Vertical Autographed Memorabilia Amethyst
17,Legend,/3,type,Vertical Autographed Memorabilia Bronze FOTL
17,Legend,/5,type,Vertical Autographed Memorabilia Emerald
17,Legend,/10,type,Vertical Autographed Memorabilia Gold
17,Legend,1/1,type,Vertical Autographed Memorabilia Platinum
17,Legend,/15,type,Vertical Autographed Memorabilia Ruby
37,Raw,/25,type,Flawless Patch Autographs
37,Raw,/8,type,Flawless Patch Autographs Amethyst
37,Raw,/5,type,Flawless Patch Autographs Emerald
37,Raw,/10,type,Flawless Patch Autographs Gold
37,Raw,1/1,type,Flawless Patch Autographs Platinum
37,Raw,/15,type,Flawless Patch Autographs Ruby
37,Raw,/25,type,Vertical Autographed Memorabilia
37,Raw,/8,type,Vertical Autographed Memorabilia Amethyst
37,Raw,/3,type,Vertical Autographed Memorabilia Bronze FOTL
37,Raw,/5,type,Vertical Autographed Memorabilia Emerald
37,Raw,/10,type,Vertical Autographed Memorabilia Gold
37,Raw,1/1,type,Vertical Autographed Memorabilia Platinum
37,Raw,/15,type,Vertical Autographed Memorabilia Ruby
86,Legend,/25,type,Base Legends
86,Legend,/8,type,Base Legends Amethyst
86,Legend,/5,type,Base Legends Emerald
86,Legend,/10,type,Base Legends Gold
86,Legend,1/1,type,Base Legends Platinum
86,Legend,/15,type,Base Legends Ruby
9,Legend,/25,type,Flawless Achievements
9,Legend,/8,type,Flawless Achievements Amethyst
9,Legend,/5,type,Flawless Achievements Emerald
9,Legend,/10,type,Flawless Achievements Gold
9,Legend,1/1,type,Flawless Achievements Platinum
9,Legend,/15,type,Flawless Achievements Ruby
9,Legend,/20,type,Flawless Achievements Sapphire
37,SmackDown,/15,type,Jumbo Memorabilia
37,SmackDown,/8,type,Jumbo Memorabilia Amethyst
37,SmackDown,/5,type,Jumbo Memorabilia Emerald
37,SmackDown,/10,type,Jumbo Memorabilia Gold
37,SmackDown,1/1,type,Jumbo Memorabilia Platinum
47,SmackDown,/25,type,Vertical Autographed Memorabilia
47,SmackDown,/8,type,Vertical Autographed Memorabilia Amethyst
47,SmackDown,/3,type,Vertical Autographed Memorabilia Bronze FOTL
47,SmackDown,/5,type,Vertical Autographed Memorabilia Emerald
47,SmackDown,/10,type,Vertical Autographed Memorabilia Gold
47,SmackDown,1/1,type,Vertical Autographed Memorabilia Platinum
47,SmackDown,/15,type,Vertical Autographed Memorabilia Ruby
40,SmackDown,/25,type,Flawless Finishing Moves
40,SmackDown,/8,type,Flawless Finishing Moves Amethyst
40,SmackDown,/5,type,Flawless Finishing Moves Emerald
40,SmackDown,/10,type,Flawless Finishing Moves Gold
40,SmackDown,1/1,type,Flawless Finishing Moves Platinum
40,SmackDown,/15,type,Flawless Finishing Moves Ruby
40,SmackDown,/20,type,Flawless Finishing Moves Sapphire
10,SmackDown,/25,type,Horizontal Autographed Memorabilia
10,SmackDown,/8,type,Horizontal Autographed Memorabilia Amethyst
10,SmackDown,/3,type,Horizontal Autographed Memorabilia Bronze FOTL
10,SmackDown,/5,type,Horizontal Autographed Memorabilia Emerald
10,SmackDown,/10,type,Horizontal Autographed Memorabilia Gold
10,SmackDown,1/1,type,Horizontal Autographed Memorabilia Platinum
10,SmackDown,/15,type,Horizontal Autographed Memorabilia Ruby
4,SmackDown,/25,type,Signature Prime Materials
4,SmackDown,/8,type,Signature Prime Materials Amethyst
4,SmackDown,/5,type,Signature Prime Materials Emerald
4,SmackDown,/10,type,Signature Prime Materials Gold
4,SmackDown,1/1,type,Signature Prime Materials Platinum
4,SmackDown,/15,type,Signature Prime Materials Ruby
19,SmackDown,1/1,type,Smackdown Logo Gems
20,Raw,/15,type,Horizontal Autographed Memorabilia
20,Raw,/8,type,Horizontal Autographed Memorabilia Amethyst
20,Raw,/3,type,Horizontal Autographed Memorabilia Bronze FOTL
20,Raw,/5,type,Horizontal Autographed Memorabilia Emerald
20,Raw,1/1,type,Horizontal Autographed Memorabilia Platinum
9,Raw,/15,type,Vertical Autographed Memorabilia
9,Raw,/8,type,Vertical Autographed Memorabilia Amethyst
9,Raw,/3,type,Vertical Autographed Memorabilia Bronze FOTL
9,Raw,/5,type,Vertical Autographed Memorabilia Emerald
9,Raw,/10,type,Vertical Autographed Memorabilia Gold
9,Raw,1/1,type,Vertical Autographed Memorabilia Platinum
30,NXT,/25,type,Horizontal Autographed Memorabilia
30,NXT,/8,type,Horizontal Autographed Memorabilia Amethyst
30,NXT,/3,type,Horizontal Autographed Memorabilia Bronze FOTL
30,NXT,/5,type,Horizontal Autographed Memorabilia Emerald
30,NXT,/10,type,Horizontal Autographed Memorabilia Gold
30,NXT,1/1,type,Horizontal Autographed Memorabilia Platinum
30,NXT,/15,type,Horizontal Autographed Memorabilia Ruby
11,Raw,/25,type,Flawless Finishing Moves
11,Raw,/8,type,Flawless Finishing Moves Amethyst
11,Raw,/5,type,Flawless Finishing Moves Emerald
11,Raw,/10,type,Flawless Finishing Moves Gold
11,Raw,1/1,type,Flawless Finishing Moves Platinum
11,Raw,/15,type,Flawless Finishing Moves Ruby
11,Raw,/20,type,Flawless Finishing Moves Sapphire
8,SmackDown,/25,type,Flawless Survivor Series Autographs
8,SmackDown,/8,type,Flawless Survivor Series Autographs Amethyst
8,SmackDown,/5,type,Flawless Survivor Series Autographs Emerald
8,SmackDown,/10,type,Flawless Survivor Series Autographs Gold
8,SmackDown,1/1,type,Flawless Survivor Series Autographs Platinum
8,SmackDown,/15,type,Flawless Survivor Series Autographs Ruby
8,SmackDown,/20,type,Flawless Survivor Series Autographs Sapphire
14,Raw,/25,type,Signature Prime Materials
14,Raw,/8,type,Signature Prime Materials Amethyst
14,Raw,/5,type,Signature Prime Materials Emerald
14,Raw,/10,type,Signature Prime Materials Gold
14,Raw,1/1,type,Signature Prime Materials Platinum
14,Raw,/15,type,Signature Prime Materials Ruby
40,NXT,/25,type,Horizontal Autographed Memorabilia
40,NXT,/8,type,Horizontal Autographed Memorabilia Amethyst
40,NXT,/3,type,Horizontal Autographed Memorabilia Bronze FOTL
40,NXT,/5,type,Horizontal Autographed Memorabilia Emerald
40,NXT,/10,type,Horizontal Autographed Memorabilia Gold
40,NXT,1/1,type,Horizontal Autographed Memorabilia Platinum
40,NXT,/15,type,Horizontal Autographed Memorabilia Ruby
9,NXT,1/1,type,NXT Logo Gems
19,Legend,1/1,type,5 x 7 Box Topper Cut Signatures
50,NXT,/25,type,Horizontal Autographed Memorabilia
50,NXT,/8,type,Horizontal Autographed Memorabilia Amethyst
50,NXT,/3,type,Horizontal Autographed Memorabilia Bronze FOTL
50,NXT,/5,type,Horizontal Autographed Memorabilia Emerald
50,NXT,/10,type,Horizontal Autographed Memorabilia Gold
50,NXT,1/1,type,Horizontal Autographed Memorabilia Platinum
50,NXT,/15,type,Horizontal Autographed Memorabilia Ruby
24,NXT,/25,type,Signature Prime Materials
24,NXT,/8,type,Signature Prime Materials Amethyst
24,NXT,/5,type,Signature Prime Materials Emerald
24,NXT,/10,type,Signature Prime Materials Gold
24,NXT,1/1,type,Signature Prime Materials Platinum
24,NXT,/15,type,Signature Prime Materials Ruby
11,NXT,/25,type,Base
11,NXT,/8,type,Base Amethyst
11,NXT,/5,type,Base Emerald
11,NXT,/10,type,Base Gold
11,NXT,1/1,type,Base Platinum
11,NXT,/15,type,Base Ruby
9,NXT,/25,type,Flawless Patch Autographs
9,NXT,/8,type,Flawless Patch Autographs Amethyst
9,NXT,/5,type,Flawless Patch Autographs Emerald
9,NXT,/10,type,Flawless Patch Autographs Gold
9,NXT,1/1,type,Flawless Patch Autographs Platinum
9,NXT,/15,type,Flawless Patch Autographs Ruby
8,NXT,1/1,type,NXT Logo Gems
19,WWE,/25,type,Vertical Autographed Memorabilia
19,WWE,/8,type,Vertical Autographed Memorabilia Amethyst
19,WWE,/5,type,Vertical Autographed Memorabilia Emerald
19,WWE,/10,type,Vertical Autographed Memorabilia Gold
19,WWE,1/1,type,Vertical Autographed Memorabilia Platinum
19,WWE,/15,type,Vertical Autographed Memorabilia Ruby
34,NXT,/25,type,Signature Prime Materials
34,NXT,/8,type,Signature Prime Materials Amethyst
34,NXT,/5,type,Signature Prime Materials Emerald
34,NXT,/10,type,Signature Prime Materials Gold
34,NXT,1/1,type,Signature Prime Materials Platinum
34,NXT,/15,type,Signature Prime Materials Ruby
6,Raw,/25,type,Signature Prime Materials
6,Raw,/8,type,Signature Prime Materials Amethyst
6,Raw,/5,type,Signature Prime Materials Emerald
6,Raw,/10,type,Signature Prime Materials Gold
6,Raw,1/1,type,Signature Prime Materials Platinum
6,Raw,/15,type,Signature Prime Materials Ruby
50,SmackDown,/25,type,Base
50,SmackDown,/8,type,Base Amethyst
50,SmackDown,/5,type,Base Emerald
50,SmackDown,/10,type,Base Gold
50,SmackDown,1/1,type,Base Platinum
50,SmackDown,/15,type,Base Ruby
16,SmackDown,1/1,type,Smackdown Logo Gems
41,Raw,/25,type,Horizontal Autographed Memorabilia
41,Raw,/8,type,Horizontal Autographed Memorabilia Amethyst
41,Raw,/3,type,Horizontal Autographed Memorabilia Bronze FOTL
41,Raw,/5,type,Horizontal Autographed Memorabilia Emerald
41,Raw,/10,type,Horizontal Autographed Memorabilia Gold
41,Raw,1/1,type,Horizontal Autographed Memorabilia Platinum
41,Raw,/15,type,Horizontal Autographed Memorabilia Ruby
19,SmackDown,/25,type,Signature Prime Materials
19,SmackDown,/8,type,Signature Prime Materials Amethyst
19,SmackDown,/5,type,Signature Prime Materials Emerald
19,SmackDown,/10,type,Signature Prime Materials Gold
19,SmackDown,1/1,type,Signature Prime Materials Platinum
19,SmackDown,/15,type,Signature Prime Materials Ruby
16,Raw,/25,type,Signature Prime Materials
16,Raw,/8,type,Signature Prime Materials Amethyst
16,Raw,/5,type,Signature Prime Materials Emerald
16,Raw,/10,type,Signature Prime Materials Gold
16,Raw,1/1,type,Signature Prime Materials Platinum
16,Raw,/15,type,Signature Prime Materials Ruby
4,Raw,/25,type,Horizontal Autographed Memorabilia
4,Raw,/8,type,Horizontal Autographed Memorabilia Amethyst
4,Raw,/3,type,Horizontal Autographed Memorabilia Bronze FOTL
4,Raw,/5,type,Horizontal Autographed Memorabilia Emerald
4,Raw,/10,type,Horizontal Autographed Memorabilia Gold
4,Raw,1/1,type,Horizontal Autographed Memorabilia Platinum
4,Raw,/15,type,Horizontal Autographed Memorabilia Ruby
17,SmackDown,/25,type,Base
17,SmackDown,/8,type,Base Amethyst
17,SmackDown,/5,type,Base Emerald
17,SmackDown,/10,type,Base Gold
17,SmackDown,1/1,type,Base Platinum
17,SmackDown,/15,type,Base Ruby
19,SmackDown,/15,type,Flawless Achievements
19,SmackDown,/8,type,Flawless Achievements Amethyst
19,SmackDown,/5,type,Flawless Achievements Emerald
19,SmackDown,/10,type,Flawless Achievements Gold
19,SmackDown,1/1,type,Flawless Achievements Platinum
25,SmackDown,/20,type,Flawless Finishing Moves
25,SmackDown,/8,type,Flawless Finishing Moves Amethyst
25,SmackDown,/5,type,Flawless Finishing Moves Emerald
25,SmackDown,/10,type,Flawless Finishing Moves Gold
25,SmackDown,1/1,type,Flawless Finishing Moves Platinum
25,SmackDown,/15,type,Flawless Finishing Moves Ruby
1,SmackDown,/15,type,Flawless Performances
1,SmackDown,/8,type,Flawless Performances Amethyst
1,SmackDown,/5,type,Flawless Performances Emerald
1,SmackDown,/10,type,Flawless Performances Gold
1,SmackDown,1/1,type,Flawless Performances Platinum
5,SmackDown,/20,type,Flawless Royal Rumble Autographs
15,SmackDown,/20,type,Flawless Royal Rumble Autographs
5,SmackDown,/8,type,Flawless Royal Rumble Autographs Amethyst
15,SmackDown,/8,type,Flawless Royal Rumble Autographs Amethyst
5,SmackDown,/5,type,Flawless Royal Rumble Autographs Emerald
15,SmackDown,/5,type,Flawless Royal Rumble Autographs Emerald
5,SmackDown,/10,type,Flawless Royal Rumble Autographs Gold
15,SmackDown,/10,type,Flawless Royal Rumble Autographs Gold
5,SmackDown,1/1,type,Flawless Royal Rumble Autographs Platinum
15,SmackDown,1/1,type,Flawless Royal Rumble Autographs Platinum
5,SmackDown,/15,type,Flawless Royal Rumble Autographs Ruby
15,SmackDown,/15,type,Flawless Royal Rumble Autographs Ruby
16,SmackDown,/20,type,Flawless SummerSlam Autographs
16,SmackDown,/8,type,Flawless SummerSlam Autographs Amethyst
